x0,y0,z0,alpha,beta,sigma,pow,xdim,ydim,dalpha,dbeta,sc,auc_tr,auc_ts,acc_tr,acc_ts
-1584.53817827,189.644910827,7187.49477352,-0.890817919311,0.146943140182,75,2,32,32,1.0471975512,1.0471975512,:,0.591388444444,0.541504,0.566666666667,0.52
-935.322718643,1229.13498269,12688.7578305,0.318880712263,-0.409348379165,500,2,32,32,1.0471975512,1.0471975512,:,0.691689961519,0.612868047983,0.646666666667,0.564
1758.19154372,631.964792071,12086.0532552,-0.875101268794,-0.406511623724,500,2,32,32,1.0471975512,1.0471975512,:,0.999537774491,0.489535330261,0.996,0.476
261.844914229,1428.61926283,8356.23910702,-1.15142474786,-1.48926538909,100,2,32,32,1.0471975512,1.0471975512,:,0.723531210662,0.563328848741,0.644,0.524
-408.023456749, 472.684020713, 8048.5619506, -0.15397662011, 0.177900090418, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.670678414849, 0.59229876161, 0.610666666667, 0.524
-782.273030036, -440.265133131, 7968.28120367, 0.337914817619, 0.19524515943, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.906600284495, 0.594807692308, 0.834666666667, 0.556
-1197.05731996, 2570.82101001, 168.570433652, -0.527994320583, 0.897047763059, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.630113309007, 0.535409583681, 0.582666666667, 0.496
-823.50348502, 722.34662586, 7105.66848986, 0.536419639378, -0.480728764255, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.621399967281, 0.559753672461, 0.594666666667, 0.516
-204.980648787, -111.751550559, 7898.15507903, -0.0687736226724, -0.03753565795, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.829076117875, 0.534306195597, 0.74, 0.544
1405.94677625, -422.712635895, 8752.23816696, 1.39843735191, -1.04595148268, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.955377460462, 0.467869943676, 0.882666666667, 0.428
-629.791683836, -211.105909016, 6734.0024283, -0.36863175002, -0.128767758481, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.676553642177, 0.575598178203, 0.618666666667, 0.552
348.196396186, -1404.96497342, 13181.1068852, 0.227363420956, -0.751044072671, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.751265786779, 0.587429595494, 0.696, 0.544
-2470.36029201, 1247.85112985, 4636.65099315, -1.4141300843, 1.26771698993, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.611321774888, 0.50208855472, 0.576, 0.472
-911.954014624, -1190.31960684, 13760.2273089, -0.827711380278, -0.957455920885, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.916648270656, 0.785339296131, 0.818666666667, 0.7
1411.24669111, -111.394817693, 122.133032583, 1.30177622937, -0.278840158995, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.5, 0.5, 0.509333333333, 0.472
-119.570472742, -1454.45905444, 2841.35669839, 0.247022552933, 1.25565568264, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.711826672072, 0.620982744243, 0.653333333333, 0.608
94.4604904567, 1917.28982269, 8188.62284089, -0.0465407975236, -0.757304285416, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.831813915121, 0.677355350742, 0.734666666667, 0.628
-558.11587082, -552.086495388, 2647.6667896, -1.25059185778, -1.24733259831, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.794269703672, 0.628768964855, 0.716, 0.576
-216.128730948, 250.91598322, 4791.00866703, 0.478880984533, -0.542443575637, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.793872381603, 0.483723623263, 0.717333333333, 0.46
-1608.67902651, -1807.79433827, 11999.654839, -1.38943849159, -1.40904635555, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.66593159572, 0.618644067797, 0.608, 0.548
-201.02868489, 450.35715584, 10338.5146963, 0.133821115471, -0.292921296154, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.871265856105, 0.617505301716, 0.784, 0.58
-33.4470024075, -1342.74365787, 8026.49219386, -0.0130928693961, -0.483955368979, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.831728546945, 0.538249791947, 0.728, 0.524
-669.951188649, -44.6839398939, 7292.0606288, 0.244622052902, 0.0166475193551, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.640644555695, 0.628008192524, 0.622666666667, 0.604
-881.771432145, 365.838744333, 10808.7424868, 0.444793477048, -0.195238395129, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,1.0, 0.945952868852, 1.0, 0.86
-115.969289636, -499.523280969, 6739.46887989, -0.0616451591082, -0.259854461529, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.798213676186, 0.58339733743, 0.721333333333, 0.568
-354.669596249, -62.4284487173, 7159.51012113, 0.126172999946, 0.0223236940289, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.62504889028, 0.598297164074, 0.589333333333, 0.556
-758.982256338, -322.601475649, 11984.8219438, -1.13952972043, -0.745755452248, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,1.0, 0.871364434901, 1.0, 0.804
-451.901028357, 255.765602149, 3577.27237276, 0.201525080975, -0.115116915691, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.715622688741, 0.626985143443, 0.66, 0.6
910.652678284, -1280.76486122, 7926.32587649, 0.394080324024, -0.5291960711, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.718502873073, 0.588947233607, 0.644, 0.552
-1175.54890132, -839.859538229, 3995.19891928, -0.726584432332, -0.565746633566, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.6418805486, 0.52978941962, 0.586666666667, 0.532
124.074041001, -667.53172533, 10180.1039818, -0.0793391163566, 0.404198377147, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.956643247241, 0.608870967742, 0.881333333333, 0.568
-671.251157137, 126.485359227, 1279.1927678, 0.277597230562, -0.0536431329878, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.801627033792, 0.650601638505, 0.72, 0.612
-459.903841995, 591.792392011, 11101.3243375, 0.187542116169, -0.239506794404, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,1.0, 0.96350931677, 1.0, 0.888
1494.6018855, 288.812625627, 12024.2469275, -0.59568137761, -0.130237757888, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.942411095306, 0.771923076923, 0.849333333333, 0.696
1297.14542179, -2023.88134714, 13262.4002811, 1.25101633929, -1.36166209345, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.675828047921, 0.576190168594, 0.616, 0.5
-496.342912596, -979.214068544, 5492.21227496, 0.164987166414, 0.317378181209, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.713770487139, 0.598420647149, 0.664, 0.572
991.938969839, -1970.76072861, 14054.145899, 0.798043592538, -1.11457069587, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.731722940272, 0.574432404541, 0.66, 0.564
-129.98330496, 1077.01393837, 10221.2795192, 0.332803743086, -1.2348758238, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.938289788251, 0.693386515697, 0.849333333333, 0.62
-1110.06620534, -286.173823928, 5224.99485989, 0.412396042684, 0.112308009152, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.690263157895, 0.533205128205, 0.645333333333, 0.488
-992.178044315, 986.064056099, 12804.3268242, 0.603353587163, -0.600468747916, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.698178016726, 0.608606557377, 0.645333333333, 0.56
71.7595385763, 799.920918589, 3275.61484938, -0.026242422433, -0.284652022324, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.805009389939, 0.559707241911, 0.725333333333, 0.516
-672.290383371, 2008.93272282, 6085.35463563, -0.607376560667, 1.12206041503, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.624494301994, 0.53461038961, 0.593333333333, 0.48
345.816839482, 1785.34097269, 3607.97846058, -0.127171663545, -0.583448756561, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.761472326324, 0.531143972857, 0.692, 0.516
-382.536719962, 1291.39389679, 1061.16311118, 0.140588751149, -0.445698700345, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.716464303751, 0.410481749952, 0.636, 0.408
372.257849805, 1139.5162521, 12049.0776953, 0.131003048211, 0.383367340764, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.972515360109, 0.543458781362, 0.908, 0.516
242.25141313, -1952.18004808, 14763.2919506, -0.138270401245, 0.842564866113, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.674842239312, 0.52380952381, 0.512, 0.468
370.626031562, -910.889195234, 6486.05141287, -0.163039263667, 0.384199969048, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.911315789474, 0.469230769231, 0.818666666667, 0.464
-1230.07467287, -368.231148981, 13588.6245487, -0.396029115168, -0.12451956405, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.999772444444, 0.964288, 0.98, 0.892
-505.902377044, -1594.73620625, 8719.7183877, 0.238655084636, 0.65424157653, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.699638714449, 0.615029790505, 0.661333333333, 0.576
710.072109715, 1762.68896097, 13814.0397723, 1.15057385899, 1.39270108763, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.739654865682, 0.610628019324, 0.664, 0.564
907.330943672, -1356.55126397, 12479.5202879, 0.552637553669, -0.744885611058, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.68854946605, 0.532305289869, 0.626666666667, 0.512
2020.78374979, -344.716239976, 5332.24250002, -0.795228546671, 0.172248684902, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.740915338, 0.57197485255, 0.676, 0.572
-767.221343126, -1310.19647817, 5339.81946581, -0.271837854329, -0.444268058912, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.672739944245, 0.509861680328, 0.636, 0.512
96.8339396901, 978.908118406, 4298.30370289, -0.0447330950371, -0.424943530805, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.839030741102, 0.671743461217, 0.762666666667, 0.604
1191.73576858, 20.3543361875, 10999.7312061, -1.12244908487, -0.0354922049194, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,1.0, 0.987967229903, 1.0, 0.944
-465.249681263, 583.594483738, 538.631569817, -0.271197487835, 0.335582493181, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.728886390962, 0.592956750851, 0.670666666667, 0.576
-386.336831382, 461.922977419, 14976.7613938, -0.234102787555, 0.277761739828, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.99926730025, 0.907871083719, 0.981333333333, 0.832
90.3880693247, 473.904312111, 6563.27162341, 0.336204969613, 1.07120887972, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.685792738448, 0.515600924499, 0.604, 0.5
2183.15064608, -729.858916467, 12330.4869152, -1.29156750712, 0.861886853351, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.748634190758, 0.580765279918, 0.670666666667, 0.548
-605.708140314, 536.518322904, 3977.48402911, 1.29082480592, -1.25692377443, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.753539624576, 0.598604741296, 0.689333333333, 0.552
887.021585084, 403.505858692, 8890.75547242, -1.13757282431, -0.777083131481, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.937841335761, 0.681003584229, 0.869333333333, 0.66
-419.420674838, 908.834462194, 7005.05682696, -0.451223663126, 0.809781081009, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.65086639388, 0.529049919485, 0.609333333333, 0.492
-1226.36207164, -534.168933282, 5266.42060019, -0.644795876036, -0.31654650976, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.656309340085, 0.617656480236, 0.610666666667, 0.584
322.117037195, 899.910989657, 1151.92041035, -0.109879403854, -0.298977086508, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.805633582466, 0.50195249984, 0.713333333333, 0.488
-766.457357874, 697.126563265, 10302.3649621, 0.375374025553, -0.344150467163, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,1.0, 0.69848232582, 1.0, 0.652
502.304794442, 858.249150898, 10077.7148902, -0.241760594889, -0.398747935899, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.99874129753, 0.611612572819, 0.984, 0.56
-948.108653363, -1255.56228019, 14834.8867634, -0.690328266737, -0.830125254432, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.999679990898, 0.973689264452, 0.990666666667, 0.916
37.0005256995, -868.23099899, 9952.03551312, -0.0515947306456, 0.880851933734, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.913434459805, 0.554335297131, 0.8, 0.54
-1293.33589089, -1113.11597303, 4157.90728117, -0.583728250622, -0.516913955831, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.609810558653, 0.455581157194, 0.554666666667, 0.484
-539.397955256, 1097.83372705, 3830.33524039, 0.929580023295, -1.21928162398, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.578888975812, 0.547632775963, 0.549333333333, 0.492
-856.602735049, 618.737973118, 962.476385225, -0.533453282084, 0.403203751025, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.566816239316, 0.46987012987, 0.561333333333, 0.408
-134.348123029, 1197.83246153, 3192.80349575, -0.0962424172503, 0.710699443336, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.728666017111, 0.548657825613, 0.665333333333, 0.544
-693.165779183, 1063.01794191, 13062.2435043, -0.42095061781, 0.601675526908, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.771504152918, 0.560419866871, 0.693333333333, 0.56
-1773.51152271, 475.933837374, 1548.84996461, 1.11930422823, -0.50547345309, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.626069455014, 0.541834838875, 0.584, 0.5
-242.471896802, -203.237730604, 9303.28857635, -1.07622603883, -0.999090794818, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.683119341798, 0.564047987616, 0.644, 0.544
-1029.83026117, 1168.71430242, 10049.5262546, -1.48383070236, 1.49412208809, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.964976060216, 0.652593021014, 0.889333333333, 0.636
-3246.8759594, 466.754594167, 10274.3108044, -1.01883167986, 0.229332958613, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.596909153005, 0.526119402985, 0.512, 0.464
827.698556809, 1652.00068611, 7581.06676687, 1.21781359064, 1.38826595414, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.820795642032, 0.55260630123, 0.701333333333, 0.496
-506.748003081, -494.483768551, 12413.7479281, 0.220661848709, 0.215487147838, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.973257571437, 0.863535115304, 0.889333333333, 0.776
-228.189114483, -298.674156427, 8041.76881719, -0.119053000611, -0.155306697377, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.622148261933, 0.59118852459, 0.592, 0.548
236.703653264, -748.999011659, 12480.0524951, -0.117454235239, 0.357347731628, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.783531034875, 0.719582479508, 0.684, 0.652
182.81802282, 970.955102183, -94.969866011, -1.14173527061, -1.48487002896, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.800854810263, 0.569672131148, 0.726666666667, 0.536
1023.9903422, -1384.9003538, 8762.14195935, -0.559581428806, 0.702826869948, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.77911119645, 0.581518954918, 0.66, 0.532
-597.015212892, 829.127160921, 10434.5900055, -0.754086342228, 0.916744098532, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.82882319055, 0.593119354219, 0.737333333333, 0.556
273.243468566, -1017.65659057, 12404.2458499, -0.119408246556, 0.420227025163, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,1.0, 0.563777307963, 1.0, 0.56
239.876836906, 919.256405907, 8752.52171219, 0.081864669379, 0.304637314887, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.924680387874, 0.600925390399, 0.84, 0.552
-106.896538577, -1415.11165882, 2387.14982068, -0.0409777076781, -0.49727740609, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.646839619958, 0.606301229508, 0.609333333333, 0.584
627.335730574, -2093.06532706, 14181.1251449, 0.283463111652, -0.771163771804, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.781038406828, 0.647564102564, 0.710666666667, 0.58
301.525106081, 363.486817429, 2588.77028166, 0.386010614206, 0.455544518158, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.633841777778, 0.52384, 0.592, 0.516
781.022056837, 1865.51723086, 12022.0287551, 0.609144604662, 1.03029815571, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.690042384935, 0.582415471311, 0.630666666667, 0.556
-283.152378587, -1622.11491967, 12505.1096849, -0.300014670158, -1.05706503657, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.816702696553, 0.504416282642, 0.738666666667, 0.492
574.210869025, 68.1264531027, 13379.52796, -0.214756748239, -0.0258728150471, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.999935995904, 0.960617315574, 0.988, 0.892
-52.208238115, 843.718892063, 9274.36157563, -0.100919555239, 1.02227986503, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.83034945835, 0.655205593688, 0.744, 0.612
-590.002639405, 808.439770972, 8423.00083788, 0.319484050498, -0.425591072161, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.942410536497, 0.628265881148, 0.864, 0.588
198.461246285, 412.283733502, 7280.63972055, -0.0703628464124, -0.145380639385, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.76840659927, 0.683246577983, 0.693333333333, 0.644
-1617.05909965, -507.489656124, 3490.118866, -0.67916241134, -0.248130739188, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.702896437943, 0.557134626464, 0.662666666667, 0.536
48.297417236, -1213.0652419, 12527.1369122, -0.189474295399, 1.36609425097, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.661060102838, 0.564866423217, 0.526666666667, 0.488
-587.899454893, -1380.59697953, 4264.22733806, 0.332941879545, 0.682073829377, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.638960004551, 0.470607069672, 0.598666666667, 0.484
