x0,y0,z0,alpha,beta,sigma,pow,xdim,ydim,dalpha,dbeta,sc,auc_tr,auc_ts,acc_tr,acc_ts
-28.4366611, 439.021778442, 246.635408998, 0.0578650793405, -0.72968661163, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.708327109518, 0.549490025018, 0.649333333333, 0.532
1011.03995016, 111.629150978, 9417.2775481, -0.638705706933, -0.0818004054482, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.959238975818, 0.537435897436, 0.897333333333, 0.552
-42.7080115606, -957.180636175, 12513.4299444, 0.0234721713765, 0.484355696465, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.718225718126, 0.542123134089, 0.662666666667, 0.504
2219.5525629, 554.436062862, 9696.29320725, -0.984815286847, -0.359945522118, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.98340972499, 0.625838493292, 0.937333333333, 0.536
-34.5209679716, -180.827959668, 2330.55051567, 0.0294873590898, 0.153293522392, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.693987555556, 0.57952, 0.650666666667, 0.572
834.257020214, 550.555746329, 12862.5350258, -0.31035980538, -0.208578969294, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.869852444444, 0.690112, 0.777333333333, 0.632
689.600254071, -546.573517433, 6738.0545656, -0.628441418259, 0.522587430732, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.742483502105, 0.583717357911, 0.676, 0.588
2014.17469973, 1899.35609171, 7005.55069858, -1.26387009117, -1.24655675358, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.933086770982, 0.626217948718, 0.849333333333, 0.572
-1741.43782255, 1163.71910609, 14718.7535173, -0.531209247001, 0.374133719238, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.991807067826, 0.815106669229, 0.950666666667, 0.724
1450.21719191, 77.073413999, 1287.77330511, 1.30679450375, 0.194134692215, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.637697757796, 0.49749614792, 0.606666666667, 0.512
184.197785103, 1113.38634763, 12300.0579302, 0.24158289045, 0.979497082988, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.698127431388, 0.613556281632, 0.624, 0.612
70.7820017898, 356.077693905, 7085.8930868, 0.0402365832069, 0.19982174248, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.77265616111, 0.523873527906, 0.710666666667, 0.524
757.315907834, -1229.66392553, 6262.69892298, 0.647823653977, -0.887690877055, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.698675308229, 0.526315789474, 0.636, 0.516
100.298807856, 476.323721951, 3996.05445309, -0.0722069692143, -0.330882748432, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.830324062551, 0.615325523334, 0.749333333333, 0.596
957.103647389, -1563.36168802, 7248.30362445, 0.400153214811, -0.604591146303, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.640725462304, 0.561891025641, 0.573333333333, 0.508
1553.24973235, -2219.98678355, 14359.9242881, -0.816357154273, 0.989074469156, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.726526456684, 0.4485313147, 0.517333333333, 0.448
147.959931282, -295.284170018, 649.407551566, 0.0968428971118, -0.19150040833, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.818165007112, 0.617564102564, 0.754666666667, 0.556
-239.044455042, 1021.8491272, 7657.18454226, 0.186282721521, -0.678175303949, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.653723616089, 0.60950307377, 0.606666666667, 0.6
-2225.17019151, 455.959534755, 11714.4011055, 0.851581762145, -0.22986518981, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.712903111111, 0.54176, 0.664, 0.524
-124.675488029, -1162.98584399, 12584.2046259, -0.129257561532, -0.881144793122, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.770126794718, 0.622303309647, 0.708, 0.572
1117.49887452, 1863.74255717, 10699.9070107, 0.903812040807, 1.12971765865, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.700736, 0.63136, 0.665333333333, 0.584
-1891.38874606, -669.339710018, 14756.684311, -0.76433049399, -0.327095052577, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.999103942652, 0.96215420082, 0.978666666667, 0.892
-716.638709313, 2997.00332838, 10876.4706563, 0.58756259166, -1.22610875015, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.664687055477, 0.510769230769, 0.593333333333, 0.504
-1632.74285269, -1498.68112594, 9587.90452845, -0.505575862749, -0.470116445681, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.885209179283, 0.603610524294, 0.794666666667, 0.576
-777.539580919, -366.8405104, 13307.7743286, 0.444435496015, 0.2210045684, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.995473438479, 0.963622291022, 0.954666666667, 0.904
-977.708748935, 912.793886591, 1068.29494026, 1.54921977118, -1.54768584656, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.616317863647, 0.488315356959, 0.509333333333, 0.472
-1209.1794012, -115.94252678, 3580.40731423, 0.560793167982, 0.0601486011241, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.60683171063, 0.459190210776, 0.578666666667, 0.464
-665.08190936, -517.733640564, 3780.64325861, -0.71226783173, -0.591807446379, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.792773826458, 0.54858974359, 0.701333333333, 0.508
-728.349873185, 251.412334731, 43.3545533025, 1.33737940578, -0.967646350075, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.667866082603, 0.561507936508, 0.630666666667, 0.54
445.711907668, 774.901283788, 4303.69297384, 0.580076804069, 0.850398047878, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.792492439068, 0.580354267311, 0.712, 0.58
1159.74739171, 1185.3879601, 6114.76473183, -0.423390305839, -0.431640733226, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.670772792023, 0.514285714286, 0.52, 0.44
278.080815347, -215.155933201, 5510.58809898, 0.946049893022, -0.820584169661, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.819970700347, 0.665663422131, 0.718666666667, 0.64
46.4295312524, -1579.27001761, 2761.3568774, -0.155600915824, 1.38553195825, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.583723262032, 0.479710701485, 0.564, 0.456
-711.287296338, -667.1289169, 5340.36070156, -0.502329424903, -0.475755052708, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.842348336595, 0.632721417069, 0.746666666667, 0.576
1410.82517883, -449.461517696, 9769.80004184, -0.896991395387, 0.379636037404, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.894165333333, 0.648704, 0.812, 0.592
94.4577399077, 1613.14218712, 6523.45735107, 0.338224614132, 1.40583660728, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.659932013427, 0.522380891393, 0.6, 0.536
841.595766205, -296.193935647, 12547.3618788, 1.23999221943, -0.797649603365, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.904328099221, 0.786693135246, 0.821333333333, 0.728
-1753.80560407, -1316.04572019, 4085.80767298, -0.589364739825, -0.465039143044, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.724348580531, 0.537333504098, 0.666666666667, 0.532
1009.12977788, 877.079543462, 9990.67784356, 0.935833352778, 0.867659144248, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,1.0, 0.654967917558, 1.0, 0.596
-1368.90626768, 1991.46488971, 9714.49706589, 0.542006799278, -0.719404428959, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.938901492792, 0.744378243321, 0.844, 0.66
-187.304261558, -491.810188125, 3594.1819392, 0.133537749793, 0.339107567771, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.751316688493, 0.585268317853, 0.662666666667, 0.544
45.1086490537, 54.3015196918, 9064.71869365, -0.0410421657273, -0.0493938624074, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.908194271482, 0.587117552335, 0.813333333333, 0.56
-539.174883798, 734.549222313, 2628.20648187, -0.805272812382, 0.956449047225, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.55881641825, 0.519457245264, 0.544, 0.488
-1925.6400162, -33.8797088848, 935.345643146, -0.792219775437, -0.0178337996495, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.627221336219, 0.551080486542, 0.597333333333, 0.532
-520.505548177, -173.028378864, 58.1454716326, 0.213750120696, 0.0720330644663, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.718464, 0.58112, 0.658666666667, 0.548
583.377355165, -57.8825722834, 2753.71077485, -1.39714529004, 0.51475619438, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.773176888889, 0.457344, 0.710666666667, 0.476
-1686.09832528, 1143.12891552, 14396.6913172, -0.821823722813, 0.630091314832, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.953627311522, 0.706794871795, 0.882666666667, 0.652
-567.191256485, -377.098520222, 12984.5407773, -0.213124587523, -0.14290078489, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.994542634335, 0.934637159032, 0.942666666667, 0.884
-683.254758024, 68.1051659419, 10968.9919943, -0.452135382901, 0.0483747679113, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.997973318921, 0.923195084485, 0.972, 0.84
-396.209726511, -85.0041201155, 2308.76830037, -0.190476168121, -0.041343297063, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.815601777778, 0.501184, 0.738666666667, 0.516
-392.957373559, -1462.6958836, 13988.4467287, -0.160090474823, -0.541187143204, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.977982787708, 0.8319875977, 0.896, 0.76
-1800.31771507, 102.164798765, 7756.99106307, -0.5801526804, 0.0371748837951, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.694653828649, 0.599462365591, 0.626666666667, 0.568
-1899.55064902, 1001.50467472, 12101.5212359, -1.2307220403, 0.979737584003, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.658926165886, 0.611071171819, 0.616, 0.552
-290.846855202, -97.8637142569, 473.582580956, 0.26315620884, 0.0904015656007, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.699301370935, 0.624638519375, 0.645333333333, 0.628
822.613971917, 2674.7968531, 11856.7827787, 0.506375464748, 1.06448892968, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.668451669796, 0.538358094262, 0.618666666667, 0.5
635.94034124, -887.007937055, 12181.4936582, 0.650095993778, -0.814771494514, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.849000740192, 0.535087719298, 0.777333333333, 0.504
-1776.31875531, 281.123403056, 5227.28731391, -0.921087312012, 0.205372074475, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.698056035678, 0.57951119379, 0.638666666667, 0.548
1274.15786397, 329.978190067, 7043.1080182, -0.500071344461, -0.140570756293, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.627418608788, 0.488953301127, 0.549333333333, 0.46
1302.70715465, 865.180370975, 1369.85367616, 1.44651368184, 1.3848663117, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.637482666667, 0.506752, 0.582666666667, 0.508
-1014.62280094, -1432.33629166, 7212.89263988, -0.707010404288, -0.878538891877, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.673904230881, 0.597668012044, 0.612, 0.576
-582.157789438, 746.609695704, 721.72935546, -0.196468776002, 0.249924464469, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.728239528796, 0.556497175141, 0.662666666667, 0.56
-1197.45055305, 1075.15374642, 7691.94487788, 0.442310003649, -0.402070337078, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.921323858908, 0.53265122843, 0.832, 0.512
543.320932055, -2128.83577943, 1801.85463167, 0.192178616998, -0.651391102736, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.656995895021, 0.572392519761, 0.630666666667, 0.548
-885.060042608, 967.218866491, 9763.31348948, 0.293288271379, -0.318775863434, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.964885333333, 0.618144, 0.894666666667, 0.596
-250.184048666, 505.893580744, 11232.0230688, 0.0917487291295, -0.183943076876, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,1.0, 0.976896, 1.0, 0.908
2552.15282491, 1081.37709763, 6947.98225106, 0.935826261446, 0.521913633923, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.768709466378, 0.518945212494, 0.690666666667, 0.524
1115.24103952, -11.7862254576, 7779.58542158, 1.03362866216, -0.0177425432849, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.595183690321, 0.49912796331, 0.574666666667, 0.492
1306.88415157, 976.338360828, 8434.53723755, 0.414036444826, 0.317207315475, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.758082191781, 0.577777777778, 0.672, 0.568
62.5016124629, -962.053779811, 11581.5637766, -0.894398748479, 1.51869329739, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.997061021171, 0.89114331723, 0.956, 0.832
1569.46262101, 118.94893023, 9471.08681264, 0.5605417261, 0.0475376223824, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.959109948016, 0.536137251136, 0.890666666667, 0.496
679.805720589, 563.695345078, 1279.40838982, -0.625268858699, -0.539385343682, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.833329776867, 0.52472897556, 0.745333333333, 0.548
-844.257873551, -1187.84402835, 3694.77112019, -0.275192118381, -0.37814724716, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.868450810403, 0.522070600295, 0.781333333333, 0.5
-1980.28178075, -633.708627689, 8966.99074435, -0.658793786599, -0.242853191326, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.688318062827, 0.487480739599, 0.641333333333, 0.488
-690.352973363, -865.219130311, 2401.61789924, 0.232658383071, 0.288673190509, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.688346709927, 0.577714873906, 0.632, 0.536
1520.21312681, -314.625533427, 5826.43024791, -0.95475404153, 0.284413334959, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.77976292122, 0.65118373649, 0.712, 0.616
149.092855542, -439.619362896, 11241.1745457, -0.0822194624593, 0.238363013597, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.999864873514, 0.882119290153, 0.989333333333, 0.796
490.062037596, 690.439892798, 14882.0537909, -0.304726618632, -0.417122550253, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,1.0, 0.956728299949, 1.0, 0.924
408.801896196, -99.4815948723, 8943.01861833, -0.143516433896, 0.035151889221, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.871206139883, 0.502726281352, 0.781333333333, 0.516
882.115534218, 57.6094491129, 8334.40751534, -0.555010360533, -0.0404703479519, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.854675020802, 0.474918316356, 0.773333333333, 0.468
-1231.5831493, 191.481065662, 9288.47180259, -1.53753168334, 1.35994450055, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.992063774258, 0.548492414058, 0.950666666667, 0.524
-574.950779954, -630.458012242, 5608.6616623, 1.16698054479, 1.19921988584, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.804994875591, 0.685823013416, 0.722666666667, 0.62
75.6645883053, 669.277546205, 4612.46317168, -0.0327656740258, -0.282189765366, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.739973970372, 0.554487795503, 0.677333333333, 0.52
1123.69559657, -995.040414422, 4419.27704894, -0.442607041882, 0.39737564772, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.772208157925, 0.492895545315, 0.705333333333, 0.484
1283.54079141, -668.661434975, 8523.90369552, -0.472300459737, 0.26010557949, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.909411136808, 0.587246376812, 0.824, 0.532
1100.40912935, 639.982324709, 2624.29373656, -1.30827132995, -1.13795937379, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.623186653772, 0.55958781362, 0.564, 0.568
-1121.61465349, -152.462403801, 9989.80443789, -0.576554681817, -0.0881608546992, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.634326764254, 0.572075569358, 0.582666666667, 0.532
-7.75680970623, 525.684937003, 8719.05384918, 0.00278125904894, -0.186302748332, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.688652477226, 0.622239293259, 0.638666666667, 0.572
-530.166878729, 1329.03925461, 5181.96813267, 0.183790816264, -0.436072556003, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.937727557174, 0.569380440348, 0.86, 0.532
34.6772555946, 1012.09025746, 6101.10906414, -0.012834447369, -0.358425818162, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.86382125384, 0.547491039427, 0.797333333333, 0.528
-162.191493259, 24.8231456354, 4819.53855802, 0.0663626694389, -0.0101712847788, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.721928557708, 0.604845446951, 0.666666666667, 0.56
1115.54688868, -144.099032464, 5737.93979474, -0.601285186611, 0.0883853582892, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.880791969323, 0.587622903412, 0.812, 0.556
-1493.9142094, 236.399259024, 13498.908931, 0.697270152554, -0.131780081065, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.713773656025, 0.548721891217, 0.657333333333, 0.548
-816.860641287, -1446.47258912, 7342.61046458, -0.447472455161, -0.704416397194, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.838341961543, 0.547459037378, 0.726666666667, 0.528
273.030135911, 180.456053705, 14325.1380949, -0.643817760116, -0.460467176671, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.999971552319, 0.869498366327, 0.997333333333, 0.82
-739.94129579, 232.231744089, 7833.75772366, 1.25917091748, -0.772396671768, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.668964879326, 0.472336592898, 0.638666666667, 0.476
1879.71984509, 215.071712443, 728.099522056, -1.34240563022, -0.457411518744, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.792296582978, 0.566158987212, 0.728, 0.54
1175.15182344, 343.076719059, 368.035101529, -1.23252608106, -0.692692450536, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.732325746799, 0.537948717949, 0.670666666667, 0.524
-187.091433953, -1034.1111786, 7524.89764428, -0.55423731499, -1.28641745625, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.602180514761, 0.526747389327, 0.569333333333, 0.532
463.156650541, -943.251957152, 7739.53665444, -0.237364665318, 0.457789305036, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.629366501678, 0.460073002049, 0.597333333333, 0.412
-717.829845342, 1696.77070751, 7480.41208612, 0.372251452703, -0.745345333795, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.866543385491, 0.4475, 0.770666666667, 0.448
-155.701084111, 438.171828421, 3608.64892887, 0.096701796237, -0.2664949976, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.921107089268, 0.542794955509, 0.832, 0.544
1268.3125358, 632.264785862, 7054.21032317, 0.823163323296, 0.493318455725, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.678472854541, 0.520672829995, 0.632, 0.508
753.525048549, -58.0758890721, 2164.52252031, -0.50324692725, 0.0424048521137, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.652828444444, 0.524608, 0.626666666667, 0.508
190.809243033, 1580.62723531, 10456.1184017, -0.122988891002, -0.797247827232, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.997873535833, 0.920494586457, 0.986666666667, 0.848
-1698.36380363, -2268.36066894, 5671.51351001, 0.982756820873, 1.10780041999, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.586520066283, 0.567813440964, 0.573333333333, 0.548
440.171293671, 588.164276331, 3455.33662165, -0.237616765259, -0.312984409453, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.845720464375, 0.57042886492, 0.756, 0.584
469.324290988, 630.996916258, 9217.30200841, -0.536827302108, -0.674822356376, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.755834382491, 0.579639489384, 0.653333333333, 0.536
1287.15826546, -1200.76439046, 13172.1536205, -0.632200085123, 0.599446945627, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.665682851027, 0.589211352425, 0.613333333333, 0.536
374.350702343, -989.054037251, 8162.08223293, 0.127572010307, -0.326745285247, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.806937913077, 0.563010089326, 0.725333333333, 0.508
-490.442743881, 533.043515184, 14211.9371009, -0.984818264786, 1.02254648875, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.999409773581, 0.975294418843, 0.985333333333, 0.92
770.333271447, 579.247162864, 11389.0985187, 0.384432113347, 0.295312016916, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.999651493599, 0.933461538462, 0.986666666667, 0.864
-1248.85035643, -922.190395662, 1838.55032574, 0.426681264497, 0.323877760557, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.58884895926, 0.546409017713, 0.576, 0.508
480.795543582, -404.113478773, 14638.4509777, 0.463753169474, -0.397939008974, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.999985771302, 0.947754000386, 0.997333333333, 0.868
-589.231407636, 1751.60874611, 4024.60926571, -0.394021415453, 0.890531077084, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.570656466821, 0.468309178744, 0.513333333333, 0.46
72.6751070688, 174.189167477, 10309.6079802, -0.0559101989044, -0.1333504137, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,1.0, 0.669748330765, 1.0, 0.608
184.374063452, -919.374545318, 3001.11886738, -0.31521008907, 1.01941460566, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.651509008528, 0.550580537559, 0.630666666667, 0.508
-1713.21016001, 1456.34290898, 12198.330876, 0.739723569856, -0.65978234717, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.706071446351, 0.548209366391, 0.652, 0.516
580.386822607, -532.439888206, 11271.4091652, -0.228310770654, 0.210022829743, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.999523470839, 0.973205128205, 0.984, 0.912
-536.753845763, -320.471886795, 10778.2550843, -0.206670780825, -0.124533524915, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.960668961985, 0.723228043143, 0.901333333333, 0.648
1827.55386546, 631.857927804, 5650.75291405, 0.704172941291, 0.285655549272, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.724520707703, 0.580901177675, 0.657333333333, 0.568
-945.311689998, -144.20065507, 9336.55807097, 0.485784560843, 0.0803670058867, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.644965111068, 0.522034768106, 0.602666666667, 0.492
347.850892542, 566.604852498, 13188.1046991, 0.242116103426, 0.382459639315, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.993905387723, 0.938204405738, 0.949333333333, 0.864
1139.9203691, -1541.27932752, 2212.15312278, -0.922386273529, 1.06001186057, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.58853988604, 0.449675324675, 0.554666666667, 0.432
-2100.95697705, -406.691716599, 7590.50447538, 1.34870388827, 0.708668725521, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.593675332802, 0.585317460317, 0.58, 0.576
1873.6336821, 77.3429117529, 13504.4242915, -1.13020977561, -0.0873274317117, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.616587495733, 0.535522273425, 0.578666666667, 0.524
320.794480406, -102.99527126, 13699.0321405, -0.272577827716, 0.0895086922434, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.999871985435, 0.929079377282, 0.994666666667, 0.88
430.274014309, 270.051515282, 4040.40661796, -0.63127794361, -0.430182205805, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.664722949141, 0.55017921147, 0.624, 0.548
-1736.70096097, -1857.03282376, 9612.06815278, 1.37617094413, 1.38849544585, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.975999829332, 0.666218637993, 0.909333333333, 0.62
-1000.52609637, 435.506866296, 4565.81750831, -0.556167680134, 0.264251423349, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.877071164832, 0.605038236617, 0.789333333333, 0.568
-2090.79030333, 996.41528307, 10216.5803648, -1.2579971595, 0.974557673837, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.617042610081, 0.536738351254, 0.590666666667, 0.524
-1311.99007258, 2525.34531619, 13069.1931729, 0.803002723678, -1.10590832871, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.724053450532, 0.47790727459, 0.636, 0.46
609.045489142, 830.143648782, 12700.1676163, -0.385754686466, -0.5055457431, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.681292267869, 0.551949299021, 0.632, 0.504
416.356427126, -1256.23829772, 6120.19779674, 0.616831267023, -1.13358925761, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.576249144909, 0.511150234742, 0.578666666667, 0.48
162.46980389, -713.506562917, 6750.21586532, -0.0723530254998, 0.308162848684, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.766392160209, 0.603099385246, 0.685333333333, 0.552
-1396.17534276, -198.196169236, 12343.3456023, -1.22435207966, -0.374653791505, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.703768779877, 0.590459681561, 0.658666666667, 0.556
296.270507398, -2510.6248886, 7882.21030838, 0.476641317712, -1.34611462813, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.561614156421, 0.530365414308, 0.552, 0.476
-99.9060518655, 64.3145228297, 7204.06111002, 0.053229536566, -0.034285474873, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.84456960801, 0.653048155738, 0.765333333333, 0.58
-306.695139355, -162.786471882, 12483.3705168, 0.136214812339, 0.0726221416308, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.992334004167, 0.916074515076, 0.924, 0.844
-969.24676001, 625.859601006, 6205.52984301, 0.503730521535, -0.341913489639, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.832926803251, 0.54593175853, 0.742666666667, 0.528
3123.09732936, 342.270986273, 9883.96434945, -1.02306401119, -0.177767940018, 500, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.917655174376, 0.880315061475, 0.833333333333, 0.776
255.905662444, 329.975735064, 12395.3021143, -0.37519087115, -0.469902511204, 75, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.987967657747, 0.934063120159, 0.937333333333, 0.86
-754.838174657, -796.872280915, 3535.41604877, -0.298296875184, -0.313863782281, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.758476872184, 0.613273060797, 0.693333333333, 0.548
1155.47512921, -598.6176371, 6608.86637036, -1.51627313604, 1.46583626471, 100, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.826110150865, 0.543139393162, 0.750666666667, 0.528
-1366.11759272, -1113.63275878, 4966.80919874, 0.438925073669, 0.365505336087, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.66576108215, 0.593183419822, 0.632, 0.584
1294.5276433, -1617.40577665, 5594.1133606, 0.539786506243, -0.642588774273, 50, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.688995725736, 0.563200717535, 0.637333333333, 0.56
788.273404815, -1835.3441598, 6105.31659082, 0.306467192351, -0.634974936215, 10, 2, 50, 50, 1.0471975512, 1.0471975512,:,0.688832606484, 0.529561082193, 0.637333333333, 0.556
